iter	Passed	Remaining
807	1168	509
808	1170	507
809	1171	506
810	1173	504
811	1174	503
812	1175	501
813	1177	500
814	1178	499
815	1180	497
816	1181	496
817	1183	494
818	1184	493
819	1186	491
820	1187	490
821	1189	488
822	1190	487
823	1192	486
824	1193	484
825	1194	483
826	1196	481
827	1197	480
828	1199	478
829	1200	477
830	1201	475
831	1203	474
832	1204	472
833	1206	471
834	1207	469
835	1208	468
836	1210	466
837	1211	465
838	1212	463
839	1214	462
840	1215	461
841	1216	459
842	1218	458
843	1219	456
844	1221	455
845	1222	453
846	1223	452
847	1225	450
848	1226	449
849	1228	447
850	1229	446
851	1230	444
852	1232	443
853	1233	442
854	1234	440
855	1236	439
856	1237	437
857	1239	436
858	1240	434
859	1241	433
860	1243	431
861	1244	430
862	1246	428
863	1247	427
864	1248	425
865	1250	424
866	1251	422
867	1253	421
868	1254	420
869	1255	418
870	1257	417
871	1258	415
872	1259	414
873	1261	412
874	1262	411
875	1263	409
876	1265	408
877	1266	406
878	1268	405
879	1269	403
880	1271	402
881	1272	401
882	1273	399
883	1275	398
884	1276	396
885	1277	395
886	1279	393
887	1280	392
888	1282	390
889	1283	389
890	1284	387
891	1286	386
892	1287	385
893	1289	383
894	1290	382
895	1291	380
896	1293	379
897	1294	377
898	1296	376
899	1297	374
900	1299	373
901	1300	371
902	1302	370
903	1303	369
904	1304	367
905	1306	366
906	1307	364
907	1309	363
908	1310	361
909	1312	360
910	1313	359
911	1314	357
912	1316	356
913	1317	354
914	1318	353
915	1320	351
916	1321	350
917	1322	348
918	1324	347
919	1325	345
920	1327	344
921	1328	342
922	1329	341
923	1331	340
924	1332	338
925	1334	337
926	1335	335
927	1336	334
928	1338	332
929	1339	331
930	1340	329
931	1342	328
932	1343	326
933	1345	325
934	1346	324
935	1347	322
936	1349	321
937	1350	319
938	1351	318
939	1353	316
940	1354	315
941	1356	313
942	1357	312
943	1358	310
944	1360	309
945	1361	308
946	1363	306
947	1364	305
948	1365	303
949	1367	302
950	1368	300
951	1370	299
952	1371	297
953	1372	296
954	1374	294
955	1375	293
956	1376	292
957	1378	290
958	1379	289
959	1381	287
960	1382	286
961	1384	284
962	1385	283
963	1386	281
964	1388	280
965	1389	279
966	1390	277
967	1392	276
968	1393	274
969	1394	273
970	1396	271
971	1397	270
972	1399	268
973	1400	267
974	1402	266
975	1403	264
976	1404	263
977	1406	261
978	1407	260
979	1408	258
980	1410	257
981	1411	255
982	1413	254
983	1414	252
984	1415	251
985	1417	250
986	1418	248
987	1419	247
988	1421	245
989	1422	244
990	1423	242
991	1425	241
992	1426	239
993	1427	238
994	1429	237
995	1430	235
996	1432	234
997	1433	232
998	1434	231
999	1436	229
1000	1438	228
1001	1439	226
1002	1440	225
1003	1442	224
1004	1443	222
1005	1444	221
1006	1446	219
1007	1447	218
1008	1448	216
1009	1450	215
1010	1451	213
1011	1453	212
1012	1454	211
1013	1455	209
1014	1457	208
1015	1458	206
1016	1460	205
1017	1461	203
1018	1463	202
1019	1464	201
1020	1466	199
1021	1467	198
1022	1469	196
1023	1470	195
1024	1472	193
1025	1473	192
1026	1475	191
1027	1476	189
1028	1477	188
1029	1479	186
1030	1480	185
1031	1481	183
1032	1483	182
1033	1484	180
1034	1486	179
1035	1487	178
1036	1488	176
1037	1490	175
1038	1491	173
1039	1492	172
1040	1494	170
1041	1495	169
1042	1497	167
1043	1498	166
1044	1500	165
1045	1501	163
1046	1502	162
1047	1504	160
1048	1505	159
1049	1506	157
1050	1508	156
1051	1509	154
1052	1511	153
1053	1512	152
1054	1513	150
1055	1515	149
1056	1516	147
1057	1517	146
1058	1519	144
1059	1520	143
1060	1521	142
1061	1523	140
1062	1524	139
1063	1526	137
1064	1527	136
1065	1528	134
1066	1530	133
1067	1531	131
1068	1532	130
1069	1534	129
1070	1535	127
1071	1537	126
1072	1538	124
1073	1539	123
1074	1541	121
1075	1542	120
1076	1544	118
1077	1545	117
1078	1546	116
1079	1548	114
1080	1549	113
1081	1550	111
1082	1552	110
1083	1553	108
1084	1555	107
1085	1556	106
1086	1557	104
1087	1559	103
1088	1560	101
1089	1562	100
1090	1563	98
1091	1564	97
1092	1566	96
1093	1567	94
1094	1568	93
1095	1570	91
1096	1572	90
1097	1573	88
1098	1574	87
1099	1576	85
1100	1577	84
1101	1579	83
1102	1580	81
1103	1581	80
1104	1583	78
1105	1584	77
1106	1586	75
1107	1587	74
1108	1588	73
1109	1590	71
1110	1591	70
1111	1593	68
1112	1594	67
1113	1595	65
1114	1597	64
1115	1598	63
1116	1600	61
1117	1601	60
1118	1602	58
1119	1604	57
1120	1605	55
1121	1607	54
1122	1608	52
1123	1609	51
1124	1611	50
1125	1612	48
1126	1613	47
1127	1615	45
1128	1616	44
1129	1618	42
1130	1619	41
1131	1620	40
1132	1622	38
1133	1623	37
1134	1625	35
1135	1626	34
1136	1627	32
1137	1629	31
1138	1630	30
1139	1631	28
1140	1633	27
1141	1634	25
1142	1636	24
1143	1637	22
1144	1638	21
1145	1640	20
1146	1641	18
1147	1642	17
1148	1644	15
1149	1645	14
1150	1647	12
1151	1648	11
1152	1649	10
1153	1651	8
1154	1652	7
1155	1654	5
1156	1655	4
1157	1656	2
1158	1658	1
1159	1659	0
